Gene	length	GC	cds	cdsGC	fiveUTR	fiveUTRgc	threeUTR	threeUTRgc
Camk2g	3624	51.38	1488	52.28	122	75.41	2012	49.25
Camk2g	3726	51.48	1590	52.45	122	75.41	2012	49.25
Atp6v1h	1976	42.61	1452	43.66	139	61.87	383	31.33
Fam103a1	1423	38.51	360	45.28	130	54.62	931	33.62
Nptn	2065	45.04	834	48.92	195	76.41	1034	35.88
Nptn	2077	45.02	846	48.82	195	76.41	1034	35.88
Mrfap1	1630	50.92	378	69.05	160	64.38	1090	42.57
Rbfox3	3007	58.30	942	57.01	585	65.30	1478	56.36
Rbfox3	4545	58.31	1125	58.31	585	65.30	2833	56.83
Rbfox3	4401	58.10	981	57.39	585	65.30	2833	56.83
Rbfox3	3108	58.66	1083	57.99	545	66.24	1478	56.36
Rbfox3	2948	57.26	990	58.79	478	56.90	1478	56.36
Rbfox3	2813	56.77	942	57.01	391	57.80	1478	56.36
Qdpr	1394	52.51	726	57.16	126	65.08	540	43.15
Dnajb1	2284	53.50	1023	53.96	156	73.08	1103	50.23
Safb	3183	55.95	2814	57.50	179	51.96	188	36.70
Nav1	12767	50.98	5628	57.71	34	70.59	7103	45.54
Slc3a2	2813	53.39	1698	56.65	273	57.14	840	45.71
Slc3a2	2572	53.11	1581	55.98	149	64.43	840	45.71
Cplx1	2217	55.39	405	57.28	211	65.88	1599	53.53
Rbm14	3168	55.93	2010	59.90	125	66.40	1031	46.94
Hnrnph3	2170	43.50	1041	48.22	152	65.79	975	34.97
Tmsb4x	670	43.88	135	40.00	127	59.84	406	40.15
Prrc2b	10704	56.04	6693	59.54	197	73.10	3812	49.06
Prrc2b	8564	54.85	4461	58.91	197	73.10	3904	49.31
Sri	2399	41.27	597	52.43	46	73.91	1754	36.55
Sri	2439	40.22	552	50.36	131	45.80	1754	36.55
Scg2	2485	46.60	1854	49.41	148	56.08	481	32.85
Kcnab2	3562	57.69	1062	56.50	204	66.18	2294	57.45
Kcnab2	3591	57.34	1062	56.50	233	59.66	2294	57.45
Kcnab2	3633	57.20	1104	56.07	233	59.66	2294	57.45
Kcnab2	3604	57.55	1104	56.07	204	66.18	2294	57.45
Pdcd5	642	50.47	381	46.46	110	76.36	149	40.94
Myef2	2402	46.79	1776	47.30	141	73.76	483	37.06
Myef2	2927	42.54	1653	47.31	141	73.76	1131	31.65
Myef2	2999	42.61	1725	47.25	141	73.76	1131	31.65
Celf4	4007	49.19	1515	60.07	355	51.83	2135	41.03
Celf4	3950	49.27	1458	60.70	355	51.83	2135	41.03
Celf4	3980	49.07	1488	59.95	355	51.83	2135	41.03
Celf4	2258	54.87	492	64.23	355	51.83	1409	52.38
Celf4	3863	49.03	1371	60.76	355	51.83	2135	41.03
Celf4	3947	49.28	1455	60.76	355	51.83	2135	41.03
Dclk1	6956	44.55	1302	51.54	305	56.39	5347	42.17
Dclk1	7030	44.57	1269	50.59	305	56.39	5454	42.48
Dclk1	6026	40.66	1092	54.12	245	66.12	4687	36.19
Dclk1	7817	45.87	2223	52.54	245	66.12	5347	42.17
Dclk1	7004	44.66	1350	51.85	305	56.39	5347	42.17
Dclk1	5175	37.93	171	54.97	305	56.39	4697	36.11
Dclk1	7865	45.96	2271	52.71	245	66.12	5347	42.17
Cct7	2452	54.04	1635	51.50	616	64.12	199	43.22
Cct5	1769	50.25	1626	49.82	98	62.24	43	39.53
Hist1h1c	725	62.21	639	63.54	41	51.22	43	51.16
Pdhx	2527	45.63	1506	50.73	63	60.32	956	36.51
Sod2	3824	43.62	669	53.96	206	68.93	2947	39.53
Nfu1	968	48.55	771	50.71	64	60.94	131	29.77
Nfu1	965	48.60	768	50.78	64	60.94	131	29.77
Specc1	6749	52.32	2937	51.62	172	71.51	3638	51.98
Specc1	6966	52.40	3177	52.16	149	67.79	3638	51.98
Purb	8478	42.88	975	71.49	189	86.24	7312	37.94
Tufm	1806	54.93	1308	55.81	92	67.39	404	49.50
Tufm	1718	55.12	1359	55.48	92	67.39	265	49.06
Sorbs2	6094	46.44	3645	50.95	348	46.84	2099	38.54
Sorbs2	6040	46.46	3591	51.04	348	46.84	2099	38.54
Actg1	1931	50.91	1128	55.50	65	73.85	736	41.98
Ncald	3538	47.91	582	48.97	302	61.59	2652	46.12
Ncald	3472	47.24	582	48.97	236	55.51	2652	46.12
Ncald	3420	47.22	582	48.97	184	57.61	2652	46.12
Ncald	3728	48.12	582	48.97	492	57.93	2652	46.12
Mkl2	8281	49.91	3276	53.66	170	55.88	4833	47.15
Mkl2	8295	49.73	3243	53.35	217	52.53	4833	47.15
Mkl2	717	41.42	309	50.81	106	43.40	300	31.00
H3f3a	1076	44.24	411	51.58	155	63.87	508	32.09
Pcdh1	3902	57.02	3117	57.56	229	60.70	554	52.53
Stam	3720	40.19	1647	45.96	184	70.65	1887	32.11
Gmps	4567	40.25	2082	42.27	140	66.43	2343	36.88
Neurod2	3137	58.75	1152	66.67	216	65.28	1767	52.74
Bag4	4798	43.56	1374	56.26	37	78.38	3385	38.02
Tnr	5395	52.75	4077	53.86	608	52.14	708	46.75
Trim9	4458	53.70	2145	57.53	445	70.11	1866	45.34
Trim9	4843	50.20	1644	59.25	445	70.11	2752	41.53
Trim9	4810	50.17	1611	59.34	445	70.11	2752	41.53
Trim9	4677	53.69	2364	57.15	445	70.11	1866	45.34
Trim9	4734	53.65	2421	57.00	445	70.11	1866	45.34
Trim9	4680	53.70	2367	57.16	445	70.11	1866	45.34
Naca	7034	52.59	6564	52.21	339	64.90	129	39.53
Naca	1229	51.42	648	47.53	450	60.44	129	39.53
Naca	1118	51.88	648	47.53	339	64.90	129	39.53
Hist1h3b	461	64.86	411	66.91	460	65.00	49	48.98
Hist1h3a	502	62.35	411	66.67	32	43.75	57	43.86
Sept3	4731	49.65	1014	51.78	147	70.07	3568	48.21
Mcfd2	2050	49.27	438	55.02	128	69.53	1482	45.82
Mcfd2	2275	49.45	438	55.02	353	57.79	1482	45.82
Dhx9	4623	44.45	4152	45.06	149	59.06	320	29.38
Erp29	1258	57.23	789	56.53	133	72.18	334	52.69
Oat	2155	47.24	1320	50.30	139	62.59	694	38.18
Phf5a	1648	45.81	333	48.65	27	59.26	1286	44.87
Phactr1	5350	51.33	1929	55.21	40	67.50	3379	48.92
Phactr1	3849	49.94	435	51.26	76	59.21	3336	49.55
Phactr1	5682	50.79	1950	54.51	351	47.86	3379	48.92
Tpm1	1210	51.32	855	50.88	80	73.75	273	45.79
Tpm1	1702	50.53	855	53.10	80	73.75	765	45.23
Tpm1	1702	48.94	855	49.94	80	73.75	765	45.23
Tpm1	1210	50.99	855	50.41	80	73.75	273	45.79
Tpm1	1675	51.34	747	53.28	161	71.43	765	45.23
Tpm1	1675	51.10	747	52.74	161	71.43	765	45.23
Tpm1	1183	54.44	747	53.82	161	71.43	273	45.79
Tpm1	1577	48.13	846	50.83	80	73.75	649	41.45
Tpm1	1550	50.45	738	53.79	161	71.43	649	41.45
Tpm1	1702	49.18	855	50.41	80	73.75	765	45.23
Ndufs2	1606	53.67	1392	53.74	23	56.52	189	52.38
Grb2	2624	52.32	654	50.61	330	70.91	1638	49.27
Rps17	489	48.88	408	52.21	29	51.72	50	20.00
Lsamp	2467	43.70	1026	51.46	34	73.53	1405	37.22
Tollip	3705	49.77	825	56.48	97	71.13	2781	47.03
Dnm1	3819	58.18	2595	58.34	119	78.15	1103	55.58
Ensa	2276	49.25	354	53.11	139	61.15	1781	47.50
Ensa	1192	50.17	366	53.28	139	61.15	685	46.28
Gm10767	1652	39.10	312	44.55	429	43.36	909	35.20
Atp6v1c1	2117	45.25	1149	44.39	211	65.88	755	40.79
Pcmt1	1917	50.29	858	52.33	280	71.79	777	40.28
Rpl23	1064	46.33	423	48.94	82	58.54	557	42.55
Hnrnph1	2242	43.22	1350	46.44	123	59.35	767	34.81
Rapgef2	6544	48.70	4485	51.79	50	34.00	2007	42.15
Stip1	2173	51.91	1632	49.94	137	64.96	402	55.72
Hapln1	5055	37.98	1071	51.17	300	53.67	3682	32.84
