Gene	length	GC	cds	cdsGC	fiveUTR	fiveUTRgc	threeUTR	threeUTRgc
Psmb1	1036	47.68	723	50.07	13	61.54	298	40.94
Pdha1	2778	44.60	1173	50.90	23	73.91	1580	39.49
Bin1	2135	57.33	1434	56.90	189	74.07	510	52.16
Bin1	2468	57.94	1767	57.84	189	74.07	510	52.16
Gstp1	744	54.57	633	55.13	48	60.42	61	44.26
Cplx2	4928	53.71	405	60.49	314	63.69	4207	52.29
Hspa12a	5733	49.35	2028	55.82	94	62.77	3609	45.36
Aco2	2785	52.82	2343	54.42	49	46.94	391	43.99
Baiap2	3066	54.99	1449	57.28	102	64.71	1513	52.08
Baiap2	2083	57.37	1608	57.40	102	64.71	371	54.99
Baiap2	3186	55.27	1569	57.68	102	64.71	1513	52.08
Ndrg2	2115	52.91	1074	53.07	171	70.18	868	49.31
Ndrg2	2157	53.18	1116	53.58	171	70.18	868	49.31
Erc2	6083	46.34	3009	49.88	312	60.90	2760	40.87
Syn1	3211	56.96	2013	60.71	128	74.22	1068	47.75
Syn1	3249	56.88	2121	60.44	128	74.22	998	46.99
Idh3a	2418	44.67	1101	47.50	5	80.00	1310	42.06
Ppp2r1a	2256	53.95	1770	53.90	51	62.75	433	53.12
Idh3g	1335	51.84	1182	52.54	41	43.90	110	46.36
Ckb	1478	59.88	1146	59.86	123	69.92	207	54.11
Gstm1	1310	52.90	657	51.75	197	53.30	454	54.19
Lap3	2267	47.64	1560	52.18	85	77.65	620	32.10
Cpe	2103	49.69	1431	53.88	90	71.11	580	35.86
Sgip1	5589	44.87	2565	51.70	420	57.62	2602	36.09
Sgip1	5004	43.75	1980	50.86	420	57.62	2602	36.09
Sgip1	4944	43.79	1920	51.20	420	57.62	2602	36.09
Sgip1	4851	43.43	1827	50.63	420	57.62	2602	36.09
Sgip1	5445	44.83	2421	52.00	420	57.62	2602	36.09
Dctn2	1924	56.08	1215	54.57	236	70.76	471	52.44
Dctn2	1933	55.98	1224	54.41	236	70.76	471	52.44
Dctn2	1918	56.05	1209	54.51	236	70.76	471	52.44
Gpd2	5745	46.41	2184	50.32	318	68.55	3241	41.59
Gpd2	5620	46.01	2184	50.32	193	71.50	3241	41.59
Csrp1	1770	55.03	582	55.67	78	70.51	1108	53.61
Plp1	3368	41.33	729	50.75	167	46.11	2470	38.18
Plp1	3399	41.51	732	50.96	167	46.11	2498	38.43
Plp1	3473	41.72	834	51.20	167	46.11	2470	38.18
Scrn1	1777	52.45	1245	52.05	143	68.53	387	47.80
Ldhb	1338	51.64	1005	53.63	110	61.82	221	37.10
Sirt2	1816	55.45	1059	57.03	163	61.96	592	50.68
Sirt2	1653	55.29	960	57.50	99	60.61	592	50.68
Sirt2	1863	55.72	1170	57.78	99	60.61	592	50.68
Got1	2065	52.11	1242	54.11	149	69.80	672	44.49
Atp2a2	4565	50.05	3135	49.63	539	79.59	889	33.52
Atp2a2	4353	51.21	2997	49.42	539	79.59	815	38.90
Aldoart1	2052	47.66	1260	53.33	64	59.38	726	36.64
Gorasp2	2287	53.21	1356	54.13	188	77.13	741	45.34
Hk1	4157	56.17	2757	54.37	345	68.70	1053	56.70
Hk1	4100	54.98	2838	54.51	207	52.66	1053	56.70
Timm9	997	45.84	270	44.07	330	52.42	395	41.77
Timm9	813	45.51	270	44.07	146	58.90	395	41.77
Timm9	899	45.49	270	44.07	232	53.88	395	41.77
Timm9	1035	46.18	270	44.07	368	52.72	395	41.77
Slc25a22	2563	56.61	972	59.05	217	59.91	1372	54.37
Slc25a22	2805	57.43	972	59.05	459	63.18	1372	54.37
Tkt	3242	53.73	1872	56.84	142	65.49	1226	47.55
Atp6v0a1	3841	53.61	2340	50.90	175	60.57	1324	57.48
Atp6v0a1	4001	53.36	2499	50.30	176	65.34	1324	57.48
Atp6v0a1	4022	53.33	2520	50.28	176	65.34	1324	57.48
Atp6v0a1	4019	53.40	2517	50.38	176	65.34	1324	57.48
Atp6v1g1	1109	47.88	357	57.42	152	64.47	598	37.96
Syt1	4836	45.64	1266	49.76	663	57.32	2905	41.20
Syt1	4747	45.67	1257	49.72	583	59.35	2905	41.20
Syt1	4756	45.69	1266	49.76	583	59.35	2905	41.20
Atp2b1	7130	42.62	3663	45.81	442	54.30	3023	37.05
Aldh5a1	5647	48.26	1572	57.06	92	73.91	3981	44.16
Sv2b	5341	45.50	2052	50.00	563	44.23	2724	42.36
Sv2b	5548	46.58	2052	50.00	770	52.34	2724	42.36
Sumo3	2630	49.54	333	54.05	223	75.34	2072	45.99
Pip4k2b	5068	53.59	1251	53.88	99	81.82	3716	52.74
Ndufa6	560	53.04	396	54.04	62	74.19	100	35.00
Atp5a1	2443	50.14	1662	52.95	282	47.52	497	42.25
Ckmt1	1589	54.50	1257	53.86	208	59.13	122	52.46
Ptprz1	8068	44.52	6939	45.19	324	65.12	803	30.26
Psat1	2295	49.19	1104	50.63	267	59.18	922	44.58
Psat1	2172	48.90	1113	50.58	135	64.44	922	44.58
Echs1	1491	50.03	873	51.20	28	64.29	588	47.45
Sdha	2859	48.20	1995	51.23	31	64.52	831	40.31
Clu	1808	55.64	1347	54.49	232	62.93	227	54.63
Pdhb	1485	47.14	1080	49.26	59	59.32	344	38.37
Sdhb	1091	53.44	849	53.36	133	67.67	107	36.45
Tubb2a	1638	54.21	1338	57.62	78	60.26	220	30.91
Chchd2	910	53.96	462	62.99	222	51.35	224	37.95
Hspa2	2550	53.14	1902	58.15	118	62.71	528	32.77
Hspa2	2595	52.99	1902	58.15	163	57.67	528	32.77
H1f0	2304	54.12	585	56.58	509	72.89	1208	45.03
Gap43	1316	51.14	684	55.56	148	60.14	482	42.12
Prdx6	2334	47.13	675	52.00	49	67.35	1608	44.40
Sucla2	2108	41.46	1392	44.97	21	66.67	693	33.62
Dld	2291	40.68	1530	42.68	131	62.60	628	31.21
Prdx3	1445	45.26	774	48.45	70	61.43	599	39.07
Cycs	3059	40.27	318	45.60	66	56.06	2673	39.28
Sgta	1966	58.34	948	59.92	62	56.45	954	56.81
Prkcsh	2086	57.29	1587	57.59	160	57.50	337	55.49
Prkcsh	2069	57.13	1566	57.41	164	57.32	337	55.49
Prkcsh	2065	57.14	1566	57.41	160	57.50	337	55.49
Sptbn1	9049	47.71	6465	50.32	424	57.08	2158	38.09
Sptbn1	8265	48.64	7092	50.59	45	42.22	1126	36.59
Acadl	1948	45.79	1293	49.57	59	81.36	594	34.01
Hibadh	1748	46.00	1008	49.60	51	80.39	687	37.99
Vdac1	1766	47.90	852	50.94	40	72.50	872	43.81
Tagln3	1269	48.46	600	54.00	224	58.93	443	35.44
Bag6	3804	60.04	3411	59.54	306	69.28	85	45.88
Bag6	3568	59.39	3369	59.48	112	66.07	85	45.88
Bag6	3858	59.93	3465	59.42	306	69.28	85	45.88
Nptx1	5284	55.17	1299	60.66	230	75.65	3753	52.01
Gnb1	3140	48.09	1023	51.91	308	71.43	1807	41.95
Gnb1	3091	48.17	1023	51.91	259	76.83	1807	41.95
Gnb1	3143	48.11	1023	51.91	308	71.43	1810	41.99
Rpl4	1422	49.65	1260	50.24	43	67.44	117	36.75
Gstp2	785	52.10	633	55.61	55	52.73	95	28.42
Atp6v1a	3946	44.15	1854	50.54	71	52.11	2019	38.04
Hba-a1	569	55.71	429	58.28	34	44.12	104	48.08
Uqcrfs1	1313	47.83	825	54.30	68	61.76	418	32.78
Sv2a	3920	54.46	2229	55.68	423	56.50	1266	51.58
Ahcyl1	3866	46.64	1593	50.28	270	79.26	2001	39.33
Tubb4b	1600	54.94	1338	55.68	111	58.56	149	45.64
Tubb4a	2246	56.77	1335	57.60	268	64.18	641	51.79
Atp6v1e1	1219	48.07	681	46.40	64	60.94	472	48.52
Tpi1	1601	53.59	900	56.11	23	60.87	676	49.85
Slc4a4	7395	43.92	3285	49.35	65	72.31	4043	39.03
Slc4a4	7465	43.91	3213	49.39	65	72.31	4185	39.26
Slc4a4	7492	43.90	3240	49.32	65	72.31	4185	39.26
Ank3	6966	46.08	2697	51.80	643	48.68	3624	41.39
Ank3	10025	48.32	5886	52.53	513	48.93	3624	41.39
Ank3	7554	46.57	3285	51.90	643	48.68	3624	41.39
Ank3	9437	48.07	5298	52.55	513	48.93	3624	41.39
Ank3	9971	48.38	5832	52.67	513	48.93	3624	41.39
Ank3	9962	48.30	5823	52.55	513	48.93	3624	41.39
Ank3	9320	48.11	5181	52.73	513	48.93	3624	41.39
Ank3	9908	48.36	5769	52.70	513	48.93	3624	41.39
Ank3	6656	45.82	2517	51.57	513	48.93	3624	41.39
Ndufa10	1222	52.29	1068	52.62	20	75.00	132	46.21
L1cam	5288	53.73	3780	53.73	252	68.65	1254	50.64
Cs	2828	49.75	1395	52.97	85	67.06	1346	45.25
Bcas1	2952	50.88	1764	56.01	104	56.73	1082	42.05
Bcas1	3090	51.04	1902	55.89	104	56.73	1082	42.05
Asrgl1	2274	50.31	981	53.72	11	36.36	1280	47.73
Dctn1	4247	58.65	3795	58.97	88	80.68	362	49.72
Dctn1	4172	58.60	3720	58.92	88	80.68	362	49.72
Dctn1	4437	59.18	3846	59.07	283	60.42	306	59.15
Rpl27	734	51.77	411	52.80	213	59.62	108	31.48
Timm13	1225	58.20	288	61.11	225	62.22	710	55.63
Srsf5	1536	43.23	810	47.78	187	55.61	537	32.03
Srsf5	1662	44.65	810	47.78	313	58.15	537	32.03
Srsf5	1532	43.21	810	47.78	183	55.74	537	32.03
Macf1	23495	46.89	22068	47.42	170	45.29	1255	37.61
Macf1	17414	47.99	15987	48.83	170	45.29	1255	37.61
Ddx5	3520	41.36	1848	43.72	177	67.23	1493	35.30
Aldoart2	1692	53.43	1095	55.71	86	63.95	509	46.56
Calr	1943	50.90	1251	50.12	132	62.12	558	50.00
Hspa4l	3576	43.76	2517	44.30	64	76.56	993	40.18
Celf2	7662	42.46	1581	50.16	37	54.05	6042	40.37
Celf2	7761	42.83	1575	50.48	142	63.38	6042	40.37
Celf2	7749	42.84	1563	50.61	142	63.38	6042	40.37
Celf2	9108	42.16	1473	50.51	225	51.56	7408	40.21
Celf2	7735	42.60	1455	50.58	236	50.42	6042	40.37
Celf2	7605	42.80	1419	51.16	142	63.38	6042	40.37
Celf2	8766	42.03	1581	50.16	37	54.05	7146	40.16
Celf2	8867	42.04	1437	50.66	37	54.05	7391	40.31
Acat1	3373	45.21	1275	48.94	74	67.57	2022	42.04
Suclg1	1407	49.61	1041	51.59	151	52.32	213	38.03
Cadm2	9553	36.84	1188	47.64	676	68.79	7687	32.35
Cadm2	9580	36.85	1215	47.49	676	68.79	7687	32.35
Fus	1845	54.53	1557	55.23	85	71.76	201	41.29
Mlf2	1530	58.04	744	59.14	226	73.01	558	50.54
Mlf2	1551	57.96	744	59.14	226	73.01	579	50.60
Cnn3	2003	48.88	993	50.45	230	69.57	778	40.75
Hbb-b1	630	50.95	444	55.63	53	41.51	131	38.93
Slc9a3r1	1922	58.53	1068	61.05	184	69.57	668	51.35
Tpm3	2256	50.31	747	52.07	210	63.33	1297	47.19
Tpm3	2256	50.35	747	52.21	210	63.33	1297	47.19
Tpm3	2345	50.15	747	52.07	210	63.33	1386	47.11
Tpm3	1137	50.92	858	49.07	82	64.63	195	53.33
Tpm3	1298	52.85	744	52.28	210	63.33	342	47.37
Tpm3	2239	48.50	858	48.95	82	64.63	1297	47.19
Cdc37	2456	53.75	1140	56.75	48	77.08	1266	50.08
Dstn	1918	45.05	498	44.38	313	66.45	1105	39.28
Olfm1	1048	60.31	462	59.52	260	86.15	324	40.43
Olfm1	2686	53.87	1374	53.49	303	76.90	1007	47.37
Olfm1	1007	57.89	378	57.41	303	76.90	324	40.43
Olfm1	2727	54.86	1458	54.39	260	86.15	1007	47.37
Dlat	4051	47.00	1929	52.46	313	68.05	1807	37.58
Atp6v1b2	2742	49.42	1536	50.33	56	69.64	1148	47.21
Atp1a2	6227	52.10	3063	55.63	171	60.23	2991	47.98
Chmp4b	1607	55.01	675	54.81	155	82.58	775	49.55
Ncam2	3590	43.62	2514	44.31	216	70.83	858	34.62
Ncam2	4893	38.83	2184	44.60	216	70.83	2491	30.99
S100b	1676	46.48	279	53.41	130	56.15	1265	43.87
Pebp1	1217	54.40	564	60.46	20	60.00	631	48.65
Oxr1	4176	41.71	2256	46.37	147	46.94	1771	35.35
Oxr1	2529	37.52	651	42.40	105	44.76	1771	35.35
Oxr1	4271	43.17	2499	48.74	4270	43.19	1771	35.35
Oxr1	4616	43.41	2601	46.71	242	67.36	1771	35.35
Oxr1	4240	42.12	2337	46.64	147	46.94	1754	35.69
Vcl	5229	48.56	3201	52.36	87	72.41	1939	41.16
Acyp2	671	36.07	321	48.60	16	62.50	332	22.89
Park7	920	55.54	570	54.04	154	66.23	194	52.06
Gapdh	1296	54.24	1080	55.09	13	46.15	201	49.75
Gapdh	1444	55.75	1002	55.19	239	63.18	201	49.75
Glud1	3158	49.05	1677	53.01	170	73.53	1309	40.79
Rps7	961	49.12	585	49.40	106	61.32	268	43.66
Ywhab	2775	45.69	741	49.39	171	73.68	1861	41.70
Pfkm	2894	54.46	2343	54.97	148	60.81	401	49.13
Pfkm	2830	53.75	2343	54.97	84	41.67	401	49.13
Pfkm	2847	53.92	2343	54.97	101	48.51	401	49.13
Got2	2345	53.86	1293	55.38	59	64.41	991	51.26
Ap2a1	3391	58.86	2868	57.88	143	80.42	378	57.94
Ap2a1	3457	59.01	2934	58.08	143	80.42	378	57.94
Ppa2	1380	46.09	990	48.18	29	72.41	359	38.16
Ppa2	1383	46.06	993	48.14	29	72.41	359	38.16
Ppa1	1292	48.30	870	47.47	106	68.87	314	43.63
Klc1	2430	56.13	1656	55.31	175	76.57	597	52.26
Klc1	2457	56.08	1683	55.26	175	76.57	597	52.26
Klc1	2504	55.95	1851	55.54	194	75.77	457	49.02
Klc1	2458	55.90	1824	55.59	175	76.57	457	49.02
Klc1	1928	57.88	1683	55.67	175	76.57	68	63.24
Klc1	2406	56.23	1656	55.56	175	76.57	573	51.83
Klc1	2480	56.09	1827	55.72	194	75.77	457	49.02
Klc1	2398	56.38	1629	55.62	194	75.77	573	51.83
Aldoa	1597	56.61	1257	56.88	145	62.07	193	50.26
Aldoa	1470	54.97	1095	56.53	180	50.00	193	50.26
Aldoa	1520	56.97	1095	56.53	230	64.35	193	50.26
Hebp1	1086	49.91	573	54.10	117	67.52	394	38.32
Aldoc	1702	54.00	1092	55.95	203	51.72	405	49.63
Gls	4974	46.42	2025	48.54	239	74.06	2708	42.43
Gls	4419	39.67	1812	48.34	239	74.06	2366	29.59
Ddah1	3747	49.37	858	56.64	169	73.96	2718	45.51
Slc1a2	11571	45.29	1719	51.66	601	71.21	9249	42.42
Slc1a2	10998	43.87	1710	51.64	37	51.35	9249	42.42
Slc1a2	2127	49.65	1677	51.76	37	51.35	411	41.12
Dnaja2	2839	41.67	1239	45.76	23	82.61	1575	37.84
Ppp3ca	4832	45.70	1536	48.57	777	74.00	2517	35.16
Ppp3ca	4862	45.70	1566	48.53	777	74.00	2517	35.16
Pld3	2246	56.63	1467	57.67	416	62.98	361	45.15
Mecp2	10452	46.69	1506	56.97	103	72.82	8841	44.63
Mecp2	10576	46.71	1455	55.74	278	65.11	8841	44.63
Myh9	7439	56.93	5883	57.33	237	69.62	1317	52.77
Sparcl1	3132	48.02	1953	50.23	722	51.25	455	33.41
Stx7	2500	45.92	786	47.46	474	67.09	1238	36.75
Atp1b1	2590	49.54	915	50.60	497	74.04	1176	38.35
Nsfl1c	1480	53.78	1113	53.91	125	69.60	240	44.58
Nsfl1c	1486	53.84	1119	53.98	125	69.60	240	44.58
Spock2	3931	55.56	1272	59.04	210	61.90	2447	53.21
Tuba1b	1747	47.91	1356	54.65	54	55.56	335	19.10
Uchl1	1156	56.40	672	55.65	168	61.90	314	54.78
Taok1	12411	40.57	3006	44.15	697	71.88	8706	36.83
