Gene	length	GC	cds	cdsGC	fiveUTR	fiveUTRgc	threeUTR	threeUTRgc
Hist1h2ab	505	63.17	393	68.96	44	36.36	66	46.97
Slc4a10	5514	41.91	3411	47.20	129	51.94	1972	32.05
Slc4a10	5424	41.72	3321	47.03	129	51.94	1972	32.05
Slc4a10	5553	41.96	3357	47.21	129	51.94	2065	32.78
Slc4a10	5460	41.76	3264	47.03	129	51.94	2065	32.78
Slc4a10	5511	41.90	3408	47.18	129	51.94	1972	32.05
Slc4a10	5421	41.71	3318	47.02	129	51.94	1972	32.05
Slc4a10	5463	41.77	3267	47.05	129	51.94	2065	32.78
Cisd1	965	50.16	327	52.60	94	74.47	542	44.46
Aldoart1	2052	47.66	1260	53.33	64	59.38	726	36.64
Aldoart2	1692	53.43	1095	55.71	86	63.95	509	46.56
Ptk2b	4039	53.97	3018	54.04	206	66.99	813	50.43
Ptk2b	3881	53.34	3030	54.06	36	58.33	813	50.43
Ptk2b	3925	53.86	2904	53.89	206	66.99	813	50.43
Palm	2519	62.13	1020	59.80	163	81.60	1334	61.47
Palm	2651	62.05	1152	59.90	163	81.60	1334	61.47
Atp6v1g2	1514	52.18	357	61.90	167	61.08	988	47.27
Ppp3ca	4832	45.70	1536	48.57	777	74.00	2517	35.16
Ppp3ca	4862	45.70	1566	48.53	777	74.00	2517	35.16
Canx	4288	42.09	1776	45.33	183	73.22	2327	37.17
Canx	4256	41.80	1776	45.33	151	71.52	2327	37.17
Canx	4292	42.08	1776	45.33	187	72.19	2327	37.17
Wasf1	2572	47.63	1680	52.92	103	63.11	787	34.18
Stub1	1672	61.36	915	57.27	507	68.84	248	60.89
Kif5c	6867	47.28	2871	51.17	347	73.78	3647	41.71
Epn1	2411	62.59	1728	62.27	267	76.03	414	55.56
Epn1	2582	62.04	1728	62.27	438	67.58	414	55.56
Rock2	8012	41.11	4167	41.66	211	84.36	3632	37.94
Aldoa	1597	56.61	1257	56.88	145	62.07	193	50.26
Aldoa	1470	54.97	1095	56.53	180	50.00	193	50.26
Aldoa	1520	56.97	1095	56.53	230	64.35	193	50.26
Tppp3	1040	57.98	531	56.50	148	68.24	359	55.71
Clu	1808	55.64	1347	54.49	232	62.93	227	54.63
Pdhb	1485	47.14	1080	49.26	59	59.32	344	38.37
Acadl	1948	45.79	1293	49.57	59	81.36	594	34.01
Dgkg	5521	49.68	2367	51.33	457	63.89	2695	45.83
Etfb	920	55.98	768	57.42	75	57.33	75	38.67
Nrgn	1293	58.62	237	67.93	193	65.80	861	54.47
Pdia4	2610	46.17	1926	48.86	207	70.05	475	24.84
Cbr1	1081	53.93	834	55.16	128	59.38	117	39.32
Sgta	1966	58.34	948	59.92	62	56.45	954	56.81
Prkcsh	2086	57.29	1587	57.59	160	57.50	337	55.49
Prkcsh	2069	57.13	1566	57.41	164	57.32	337	55.49
Prkcsh	2065	57.14	1566	57.41	160	57.50	337	55.49
Aplp2	3658	48.55	2256	50.75	87	66.67	1313	43.49
Aplp2	3526	48.24	2124	50.38	87	66.67	1313	43.49
Aplp2	3490	48.25	2088	50.43	87	66.67	1313	43.49
Mtdh	3680	43.59	1740	48.33	316	73.73	1622	32.61
Mink1	4973	58.07	4014	57.35	188	78.19	769	56.83
Mink1	4994	58.03	4035	57.30	188	78.19	769	56.83
Mink1	4862	57.80	3903	56.98	188	78.19	769	56.83
Mink1	4886	57.76	3927	56.94	188	78.19	769	56.83
Add3	4449	45.81	2121	51.16	291	57.04	2035	38.57
Add3	4415	46.89	2025	51.16	353	69.97	2035	38.57
Add3	4353	45.69	2025	51.16	291	57.04	2035	38.57
Add3	4511	46.97	2121	51.16	353	69.97	2035	38.57
Add3	4261	45.01	2121	51.16	103	44.66	2035	38.57
Sirt2	1816	55.45	1059	57.03	163	61.96	592	50.68
Sirt2	1653	55.29	960	57.50	99	60.61	592	50.68
Sirt2	1863	55.72	1170	57.78	99	60.61	592	50.68
H2afx	1414	60.04	432	69.68	46	54.35	934	55.89
Rpl4	1422	49.65	1260	50.24	43	67.44	117	36.75
Nrxn3	7933	47.46	4716	52.50	680	55.15	2535	36.02
Nrxn3	5157	43.40	1704	51.53	916	48.69	2535	36.02
Nrxn3	6529	45.67	3303	51.80	689	51.81	2535	36.02
Vdac1	1766	47.90	852	50.94	40	72.50	872	43.81
Tagln3	1269	48.46	600	54.00	224	58.93	443	35.44
Ahcyl1	3866	46.64	1593	50.28	270	79.26	2001	39.33
Ank3	6966	46.08	2697	51.80	643	48.68	3624	41.39
Ank3	10025	48.32	5886	52.53	513	48.93	3624	41.39
Ank3	7554	46.57	3285	51.90	643	48.68	3624	41.39
Ank3	9437	48.07	5298	52.55	513	48.93	3624	41.39
Ank3	9971	48.38	5832	52.67	513	48.93	3624	41.39
Ank3	9962	48.30	5823	52.55	513	48.93	3624	41.39
Ank3	9320	48.11	5181	52.73	513	48.93	3624	41.39
Ank3	9908	48.36	5769	52.70	513	48.93	3624	41.39
Ank3	6656	45.82	2517	51.57	513	48.93	3624	41.39
Cs	2828	49.75	1395	52.97	85	67.06	1346	45.25
Calr	1943	50.90	1251	50.12	132	62.12	558	50.00
Vcl	5229	48.56	3201	52.36	87	72.41	1939	41.16
Acat1	3373	45.21	1275	48.94	74	67.57	2022	42.04
Cadm2	9553	36.84	1188	47.64	676	68.79	7687	32.35
Cadm2	9580	36.85	1215	47.49	676	68.79	7687	32.35
Cadm3	4159	54.41	1191	53.65	200	72.00	2766	53.43
H2afj	1827	54.52	390	68.21	91	71.43	1344	49.40
Cadm1	4270	42.86	1254	53.03	20	65.00	2994	38.44
Cadm1	4354	43.11	1338	53.21	20	65.00	2994	38.44
Cadm1	4387	43.24	1371	53.39	20	65.00	2994	38.44
Cadm1	4303	42.99	1287	53.22	20	65.00	2994	38.44
Acta1	1571	56.97	1134	57.67	185	59.46	250	51.60
Acta1	1481	56.92	1134	57.67	95	61.05	250	51.60
Pomp	734	49.05	426	49.53	60	51.67	246	47.56
Map4k4	5782	52.46	3867	52.68	316	82.91	1597	45.90
Map4k4	5581	52.21	3666	52.32	316	82.91	1597	45.90
Map4k4	5542	52.26	3627	52.38	316	82.91	1597	45.90
Map4k4	5620	52.30	3705	52.44	316	82.91	1597	45.90
Ahnak	1053	55.37	453	56.51	256	64.84	342	46.49
Ahnak	1145	54.67	522	54.98	256	64.84	365	47.12
Ahnak	18100	47.58	16971	47.66	256	64.84	871	40.99
Khdrbs3	1954	50.26	1041	52.26	325	83.08	586	28.50
Crym	1256	53.34	942	55.73	63	60.32	249	42.17
Tnik	7122	47.57	4059	51.07	428	63.08	2633	39.61
Tnik	7035	47.56	3972	51.13	428	63.08	2633	39.61
Tnik	4625	51.65	4092	50.86	428	63.08	103	34.95
Tnik	7146	47.52	4083	50.97	428	63.08	2633	39.61
Ndufs4	1534	42.96	528	46.21	37	56.76	967	40.54
Ddx1	2488	45.06	2223	44.89	54	72.22	209	39.23
Rps12	535	51.03	399	50.88	90	68.89	44	15.91
Sugt1	1951	42.54	1011	44.11	137	56.20	801	38.20
Acyp1	677	42.10	300	50.00	133	59.40	242	22.73
Srgap3	8887	50.64	3300	54.06	769	53.71	4816	47.78
Mlf2	1530	58.04	744	59.14	226	73.01	558	50.54
Mlf2	1551	57.96	744	59.14	226	73.01	579	50.60
Ppa2	1380	46.09	990	48.18	29	72.41	359	38.16
Ppa2	1383	46.06	993	48.14	29	72.41	359	38.16
Arglu1	1731	50.72	816	54.41	219	80.82	694	36.89
Snrpd3	604	48.01	381	49.61	104	52.88	117	38.46
Sptbn1	9049	47.71	6465	50.32	424	57.08	2158	38.09
Sptbn1	8265	48.64	7092	50.59	45	42.22	1126	36.59
Eea1	7836	42.24	4236	44.57	285	78.95	3313	36.07
Hist2h2aa1	556	64.93	393	67.18	83	57.83	78	60.26
