Gene	length	GC	cds	cdsGC	fiveUTR	fiveUTRgc	threeUTR	threeUTRgc
Eif2s2	2513	41.90	996	39.76	201	60.70	1314	40.64
Amph	3247	50.82	2073	53.26	81	71.60	1091	44.55
Amph	3235	50.79	2061	53.23	81	71.60	1091	44.55
Elavl3	5027	54.19	1104	58.51	424	74.06	3497	50.41
Clint1	3398	48.09	1872	51.50	187	81.28	1337	38.67
Nefh	4004	58.24	3273	59.82	129	75.19	600	45.83
Hspd1	2347	45.38	1722	43.90	155	80.00	468	39.32
Psma6	997	45.74	741	44.40	90	56.67	164	45.73
Pcbp1	1711	56.58	1071	59.48	261	81.61	377	31.03
Erh	812	47.17	315	46.98	94	68.09	401	42.39
Pacsin2	3693	52.69	1461	53.94	220	71.82	2010	49.70
Pacsin2	3644	51.84	1461	53.94	171	59.06	2010	49.70
Pacsin2	3732	51.63	1461	53.94	259	53.67	2010	49.70
Fubp1	6491	38.59	1929	49.92	134	60.45	4426	33.01
Atp5j	820	55.24	327	43.43	394	72.84	97	22.68
Hnrnpab	2545	50.49	999	53.55	237	68.78	1307	44.76
Hnrnpab	2404	49.88	858	52.33	237	68.78	1307	44.76
Oxct1	3496	47.23	1563	48.69	343	71.43	1588	40.55
Atp5c1	1815	50.63	825	45.82	813	59.29	175	33.14
Atp5c1	1180	47.29	897	47.27	106	70.75	175	33.14
Actn1	3739	52.96	2679	54.57	279	73.12	779	40.05
Wdr1	2878	50.63	1821	51.57	63	68.25	992	47.68
A830010M20Rik	6756	41.77	3267	46.99	71	52.11	3416	36.56
A830010M20Rik	4787	39.77	1332	47.82	37	45.95	3416	36.56
Camk2g	3693	51.50	1557	52.54	122	75.41	2012	49.25
Camk2g	3624	51.38	1488	52.28	122	75.41	2012	49.25
Camk2g	3726	51.48	1590	52.45	122	75.41	2012	49.25
Rtn1	1551	49.97	627	54.23	137	77.37	785	41.78
Rtn1	2096	53.67	807	59.48	502	62.95	785	41.78
Rtn1	3632	55.09	2343	57.87	502	62.95	785	41.78
Rtn3	4981	46.06	2838	46.48	207	62.80	1934	43.59
Rtn3	5038	45.99	2895	46.36	207	62.80	1934	43.59
Rtn3	4075	46.58	1932	47.77	207	62.80	1934	43.59
Rtn3	2914	46.91	771	50.84	207	62.80	1934	43.59
Rtn3	2857	47.04	714	51.68	207	62.80	1934	43.59
Timm10	682	51.47	273	56.04	170	54.71	237	43.46
Snrpb	1121	57.54	696	60.06	127	66.14	296	47.97
Dbnl	2369	56.73	1311	59.27	76	73.68	980	51.94
Dbnl	2357	56.68	1299	59.20	76	73.68	980	51.94
Dbnl	2360	56.69	1302	59.22	76	73.68	980	51.94
Immt	2744	48.87	2241	48.77	150	73.33	351	39.03
Immt	2729	48.92	2226	48.83	150	73.33	351	39.03
Immt	2633	48.92	2130	48.83	150	73.33	351	39.03
Immt	2543	48.92	2040	48.82	150	73.33	351	39.03
Immt	2514	48.89	1413	48.55	150	73.33	949	45.63
Immt	2777	48.83	2274	48.72	150	73.33	351	39.03
Stx1b	1574	55.91	867	51.79	241	71.37	464	55.39
Mat2a	2804	44.79	1188	45.88	121	68.60	1493	42.00
Arf3	3481	53.32	546	53.30	227	67.84	2706	52.07
Gfap	2600	52.15	1287	58.28	82	59.76	1229	45.24
Gfap	2733	55.21	1293	58.55	82	59.76	1356	51.70
Arf1	1991	53.04	546	52.01	322	71.74	1121	48.17
Arf1	1799	50.75	546	52.01	130	67.69	1121	48.17
Prps1	1998	44.69	957	46.60	138	63.04	901	39.73
Safb	3183	55.95	2814	57.50	179	51.96	188	36.70
Shank1	7596	62.89	6504	63.61	75	76.00	1015	57.34
Rbm14	3168	55.93	2010	59.90	125	66.40	1031	46.94
Hspa8	2104	49.10	1941	49.05	80	60.00	81	38.27
Calm1	4001	44.79	450	46.67	172	67.44	3377	43.38
Nono	2465	48.56	1422	51.41	177	59.89	864	41.67
Nono	2468	48.58	1422	51.41	180	60.00	864	41.67
Pabpc1	2842	47.40	1911	49.19	466	59.66	463	27.65
Nudc	1363	57.15	999	56.26	141	75.89	221	49.32
Scg2	2485	46.60	1854	49.41	148	56.08	481	32.85
Hist2h2bb	493	53.55	381	55.38	51	49.02	59	47.46
Sorbs2	6094	46.44	3645	50.95	348	46.84	2099	38.54
Sorbs2	6040	46.46	3591	51.04	348	46.84	2099	38.54
Ywhaz	3604	43.62	738	47.29	404	58.42	2460	40.08
Ywhaz	3329	42.36	738	47.29	129	57.36	2460	40.08
Ywhaz	3160	41.71	675	46.81	27	51.85	2456	40.15
Ywhaz	3801	44.94	738	47.29	601	61.90	2460	40.08
Dtd1	1283	50.74	630	55.24	95	66.32	556	42.99
Ywhaq	2110	49.38	738	50.41	344	75.29	1026	39.96
Ppp1r10	4239	54.52	2667	56.58	531	48.78	1039	52.07
Ywhag	3592	52.78	744	60.35	231	64.94	2615	49.52
Hist1h1c	725	62.21	639	63.54	41	51.22	43	51.16
Snap25	2135	43.00	621	50.24	212	58.49	1300	37.00
Snap25	2135	43.19	621	50.89	212	58.49	1300	37.00
Ndufa5	549	51.55	351	47.29	140	65.71	56	41.07
Hist1h2bp	456	60.09	381	61.94	26	50.00	47	48.94
Hist1h2bp	624	50.00	417	58.99	26	50.00	179	29.05
Epha4	6328	45.64	2961	51.33	56	55.36	3309	40.34
Dpysl4	2646	57.07	1719	56.43	121	66.94	804	56.97
Hist1h2bf	431	60.56	381	62.47	430	60.70	49	44.90
Coro1a	1686	57.65	1386	58.44	165	64.24	133	41.35
Pclo	16895	47.83	14592	48.25	303	77.89	1998	40.19
Pclo	20099	45.42	15207	48.10	303	77.89	4587	34.38
Hist1h2ba	432	57.87	384	58.33	431	58.00	47	53.19
Hist1h2bb	490	57.35	381	60.10	60	45.00	47	51.06
Hist1h2bc	469	61.41	381	63.78	32	46.88	54	53.70
Hist1h2bc	728	51.24	381	63.78	32	46.88	313	36.42
Hist1h2bm	483	58.59	381	62.47	53	41.51	47	44.68
D1Pas1	3212	49.72	1983	50.73	459	62.96	768	39.06
Hist1h2bh	522	58.24	381	63.25	91	42.86	48	47.92
Tra2a	1839	44.21	849	49.94	178	62.92	810	34.07
Tufm	1806	54.93	1308	55.81	92	67.39	404	49.50
Tufm	1718	55.12	1359	55.48	92	67.39	265	49.06
Hist1h2bk	500	58.60	381	62.73	65	46.15	52	44.23
Hap1	3774	56.60	1797	58.82	63	65.08	1912	54.18
Hap1	3225	57.27	1887	59.57	63	65.08	1273	53.42
Hspa4	4657	46.45	2529	44.76	312	72.76	1814	44.27
Hspa9	3067	45.45	2040	46.96	100	65.00	925	40.00
Junb	1840	62.45	1035	64.73	318	68.87	485	53.20
Jun	3187	55.57	1005	63.08	950	62.74	1230	43.90
Pdxp	2018	61.79	879	71.33	50	78.00	1087	53.27
Lmna	3189	58.92	1998	62.11	248	67.34	941	49.95
Lmna	2086	61.41	1725	61.62	248	67.34	111	44.14
Lmna	1537	60.57	1389	60.76	55	65.45	91	53.85
Vamp3	2115	44.44	312	48.72	77	72.73	1724	42.46
Vamp2	2164	52.91	351	57.55	97	76.29	1714	50.64
Hsph1	3478	47.35	2577	46.80	238	63.87	661	43.42
Rpl8	862	58.24	774	58.66	48	62.50	38	44.74
Tnr	5395	52.75	4077	53.86	608	52.14	708	46.75
Hagh	1101	53.22	783	54.28	159	61.01	157	40.13
Hagh	1197	53.97	930	55.48	102	63.73	163	38.65
Prps1l3	4010	40.80	957	45.77	262	67.56	2789	36.57
Prnp	3732	48.39	765	59.22	1724	47.27	1241	43.19
Prnp	2191	49.79	765	59.22	183	54.64	1241	43.19
C1qbp	1177	52.34	840	55.48	75	74.67	260	35.77
Camk2a	4245	52.44	570	55.79	292	58.56	3381	51.38
Camk2a	4268	52.46	603	54.89	292	58.56	3371	51.53
Camk2a	4966	53.14	1437	56.16	146	64.38	3381	51.38
Map2	5535	41.57	1497	52.44	446	50.22	3590	35.96
Map2	5445	41.60	1404	53.35	446	50.22	3593	35.93
Hspa1b	2810	58.01	1929	65.27	230	64.35	649	34.21
Hspa1a	2798	59.86	1926	64.95	230	64.78	640	42.81
Camkv	3031	57.31	1539	56.99	140	70.00	1350	56.44
Atp5f1	1486	50.07	771	47.08	561	59.89	152	29.61
Ddx17	4766	49.48	1953	51.25	496	66.53	2315	44.32
Ddx17	4068	45.40	813	54.00	938	40.62	2315	44.32
Ddx17	2860	46.54	1224	48.77	315	67.62	1319	39.35
Ddx17	4772	49.48	1959	51.25	496	66.53	2315	44.32
Dlg2	6250	44.14	1446	46.96	174	48.28	4628	43.11
Dlg2	5933	43.79	1005	45.47	298	48.66	4628	43.11
Dlg2	7409	44.57	2559	46.82	220	49.55	4628	43.11
Vsnl1	1951	43.36	576	49.65	297	50.84	1076	37.92
Txnl1	2558	39.91	870	43.79	185	72.43	1501	33.58
Ndufb10	657	52.05	531	54.61	53	58.49	71	26.76
Cntn1	5817	43.22	3063	49.27	375	45.07	2377	35.13
Cntn1	5671	43.63	3063	49.27	229	56.33	2377	35.13
Cntn1	5720	43.15	3063	49.27	278	44.24	2377	35.13
Hsp90aa1	2850	43.16	2202	43.37	143	67.13	503	35.19
Tardbp	6495	41.88	897	43.81	329	59.27	5267	40.46
Tardbp	6486	41.87	888	43.81	329	59.27	5267	40.46
Tardbp	6513	41.92	915	44.04	329	59.27	5267	40.46
Tardbp	6425	41.98	909	44.66	329	59.27	5185	40.39
Tardbp	7454	41.75	1245	47.31	329	59.27	5878	39.57
Ina	2272	60.43	1506	63.88	56	82.14	708	51.41
Prosc	1463	49.21	462	54.76	59	74.58	940	44.89
Prosc	1427	49.47	426	56.10	59	74.58	940	44.89
Prosc	3619	49.54	825	54.30	59	74.58	2733	47.57
Srsf1	5560	40.52	606	58.09	465	61.72	4487	35.93
Srsf1	5364	40.60	747	58.50	465	61.72	4150	34.99
Sirpa	3377	54.58	876	53.65	443	76.30	2056	50.29
Sirpa	4043	54.24	1542	53.18	443	76.30	2056	50.29
Sirpa	3845	52.69	1542	53.18	245	69.80	2056	50.29
Sirpa	3389	54.53	888	53.49	443	76.30	2056	50.29
Sirpa	3020	55.26	519	57.03	443	76.30	2056	50.29
Sirpa	4031	54.28	1530	53.27	443	76.30	2056	50.29
Pdia3	2658	45.22	1518	45.59	136	73.53	1002	40.82
Ak3	2776	46.65	684	53.22	72	75.00	2018	43.41
Erp29	1258	57.23	789	56.53	133	72.18	334	52.69
Gnb2	1593	60.14	1023	58.36	179	79.89	389	55.53
Vcp	3315	49.86	2421	48.57	328	65.85	564	45.92
Ctnnd2	5959	55.34	3741	58.94	533	79.92	1683	39.51
Ndufa7	540	54.07	342	59.06	57	61.40	139	38.85
Ppib	979	52.50	651	51.31	96	76.04	230	46.09
Srcin1	6965	58.95	3654	63.96	136	90.44	3173	51.84
Map1a	11553	54.70	8331	57.00	462	56.28	2758	47.46
Map1a	11837	54.78	9045	56.99	32	59.38	2758	47.46
Ddx3x	4571	40.78	1989	46.25	90	57.78	2490	35.74
Cnbp	2157	44.92	516	53.10	216	64.35	1423	39.07
Cnbp	2154	44.94	513	53.22	216	64.35	1423	39.07
Cnbp	2178	44.95	537	52.89	216	64.35	1423	39.07
Calml3	1426	51.12	450	53.33	114	57.89	860	48.95
Rplp2	441	57.60	348	56.32	58	75.86	33	39.39
Rpl6	1282	49.30	891	52.30	51	49.02	338	41.42
Uba52	524	53.44	387	55.81	40	62.50	95	40.00
Grb2	2624	52.32	654	50.61	330	70.91	1638	49.27
Ubb	1165	54.08	918	56.97	97	52.58	148	37.84
Ubc	2424	55.07	2205	55.83	110	64.55	107	29.91
Ndrg1	2909	51.94	1185	57.30	155	56.77	1567	47.42
Ube2n	3851	40.56	459	45.75	45	62.22	3345	39.52
Rps14	606	53.96	456	56.36	92	60.87	56	25.00
Arfgap1	2852	56.73	1179	54.96	518	64.48	1153	54.99
Arfgap1	2729	56.43	1185	55.02	389	64.78	1153	54.99
Arfgap1	2448	55.68	1185	55.02	108	69.44	1153	54.99
Arfgap1	2442	55.65	1179	54.96	108	69.44	1153	54.99
Arfgap1	2398	55.50	1086	54.60	157	64.97	1153	54.99
Arfgap1	2721	56.19	1245	54.78	321	65.73	1153	54.99
Prkcg	2978	55.37	1941	55.69	257	65.37	778	51.29
Prkcg	3131	55.48	2094	55.83	257	65.37	778	51.29
Rab11a	2333	39.48	651	43.16	132	75.76	1548	34.75
Rab11b	6065	48.16	657	54.03	223	66.82	5183	46.61
Dnm1	3819	58.18	2595	58.34	119	78.15	1103	55.58
Sh3glb2	1857	59.67	1203	59.19	110	84.55	542	55.54
Sh3glb2	1779	59.75	1125	59.29	110	84.55	542	55.54
Sh3glb2	1842	59.61	1188	59.09	110	84.55	542	55.54
Slc8a2	4252	58.68	2766	59.69	137	73.72	1347	55.09
Dnaja1	5632	41.09	1194	42.63	224	67.86	4212	39.25
Dnaja1	5489	40.35	1194	42.63	81	65.43	4212	39.25
Dnaja1	5583	40.89	1194	42.63	175	69.14	4212	39.25
Rps27a	821	51.04	471	45.86	311	61.09	37	32.43
Rps27a	726	50.00	471	45.86	216	62.04	37	32.43
Sf1	4361	55.06	1920	57.92	397	71.79	2042	49.12
Sf1	3723	54.18	1647	56.04	397	71.79	1677	48.12
Gda	5417	42.70	1365	46.96	170	75.29	3880	39.74
Hpca	1655	56.31	582	56.19	198	66.16	873	54.07
Hpca	1568	55.29	582	56.19	111	59.46	873	54.07
Hpca	1500	54.87	582	56.19	43	51.16	873	54.07
Hpca	1559	56.32	582	56.19	102	75.49	873	54.07
Dync1li1	2046	49.36	1572	51.40	50	60.00	422	40.52
Lsamp	2467	43.70	1026	51.46	34	73.53	1405	37.22
Arf2	2659	50.81	546	46.34	525	64.95	1586	47.73
Lasp1	3433	55.61	792	57.32	121	67.77	2518	54.49
Pcbp2	2868	46.44	1089	50.96	244	66.80	1533	39.99
Pcbp2	2775	45.91	996	49.90	244	66.80	1533	39.99
Pcbp2	2724	45.93	969	49.95	220	69.55	1533	39.99
Pcbp2	2829	46.38	1050	50.95	244	66.80	1533	39.99
Bdnf	4161	40.71	750	52.13	519	51.45	2890	35.81
Bdnf	4001	40.26	750	52.13	359	51.25	2890	35.81
Bdnf	4009	41.56	750	52.13	367	65.12	2890	35.81
Bdnf	4078	40.56	750	52.13	436	52.06	2890	35.81
Bdnf	3875	39.97	750	52.13	233	52.36	2890	35.81
Bdnf	3866	39.71	750	52.13	224	48.21	2890	35.81
Bdnf	3855	40.10	750	52.13	213	55.87	2890	35.81
Bdnf	3743	39.46	750	52.13	101	49.50	2890	35.81
Bdnf	3941	39.58	750	52.13	299	44.48	2890	35.81
Bdnf	4123	39.58	750	52.13	481	42.62	2890	35.81
Bdnf	4302	40.63	774	52.07	636	48.74	2890	35.81
