Gene	length	GC	cds	cdsGC	fiveUTR	fiveUTRgc	threeUTR	threeUTRgc
Klc1	2504	55.95	1851	55.54	194	75.77	457	49.02
Klc1	2458	55.90	1824	55.59	175	76.57	457	49.02
Klc1	1928	57.88	1683	55.67	175	76.57	68	63.24
Klc1	2406	56.23	1656	55.56	175	76.57	573	51.83
Klc1	2480	56.09	1827	55.72	194	75.77	457	49.02
Klc1	2398	56.38	1629	55.62	194	75.77	573	51.83
Asrgl1	2274	50.31	981	53.72	11	36.36	1280	47.73
Pip4k2b	5068	53.59	1251	53.88	99	81.82	3716	52.74
Uchl1	1156	56.40	672	55.65	168	61.90	314	54.78
Sumo3	2630	49.54	333	54.05	223	75.34	2072	45.99
Timm13	1225	58.20	288	61.11	225	62.22	710	55.63
