Gene	length	GC	cds	cdsGC	fiveUTR	fiveUTRgc	threeUTR	threeUTRgc
Arf2	2659	50.81	546	46.34	525	64.95	1586	47.73
Ctsb	4756	49.10	1020	51.27	128	68.75	3606	47.78
Gabarapl2	996	45.88	354	49.72	115	69.57	525	37.90
Gprasp2	3814	48.01	2481	47.64	976	52.66	355	37.75
Gprasp2	3776	48.01	2481	47.64	938	52.88	355	37.75
Gprasp2	3761	48.02	2481	47.64	923	52.98	355	37.75
Fau	571	59.37	402	58.46	118	66.10	49	48.98
Fau	736	60.46	402	58.46	283	65.02	49	48.98
Fau	574	59.23	402	58.46	121	65.29	49	48.98
Lrpap1	2922	52.40	1083	55.49	5	40.00	1832	50.55
Grin2a	4512	50.49	4395	50.76	4511	50.50	116	39.66
Eif4h	2409	54.25	747	55.02	28	64.29	1632	53.74
Cacybp	2115	40.71	690	41.01	224	72.77	1199	34.45
Prkar2b	3358	44.04	1251	51.24	196	79.08	1909	35.73
Rhoa	2126	47.32	582	48.63	425	66.35	1117	39.39
Sfxn3	2875	52.87	867	57.09	317	62.46	1689	48.85
Sfxn3	2851	52.54	846	56.03	314	62.74	1689	48.85
Sfxn3	2974	52.79	966	56.42	317	62.46	1689	48.85
Ntrk2	8744	48.56	2466	53.08	660	65.15	5616	44.60
Ntrk2	8711	48.42	2466	53.08	627	64.11	5616	44.60
Ntrk2	7049	48.47	1431	51.01	627	64.11	4989	45.76
Vamp3	2115	44.44	312	48.72	77	72.73	1724	42.46
Hdlbp	6347	50.20	3807	49.67	306	56.86	2232	50.18
Dbnl	2369	56.73	1311	59.27	76	73.68	980	51.94
Dbnl	2357	56.68	1299	59.20	76	73.68	980	51.94
Dbnl	2360	56.69	1302	59.22	76	73.68	980	51.94
Arsb	3989	50.36	1605	55.76	98	68.37	2284	45.75
Rps14	606	53.96	456	56.36	92	60.87	56	25.00
Pdap1	2203	53.65	546	49.45	109	70.64	1546	53.88
Erc1	8760	50.40	3363	48.53	567	59.08	4828	50.68
Erc1	2351	44.28	1107	46.16	291	71.82	951	33.65
Arf1	1991	53.04	546	52.01	322	71.74	1121	48.17
Arf1	1799	50.75	546	52.01	130	67.69	1121	48.17
Prkcb	8830	46.98	2022	52.13	219	79.91	6587	44.28
Sh3glb2	1857	59.67	1203	59.19	110	84.55	542	55.54
Sh3glb2	1779	59.75	1125	59.29	110	84.55	542	55.54
Sh3glb2	1842	59.61	1188	59.09	110	84.55	542	55.54
Ywhae	2078	43.79	768	47.01	140	67.14	1168	38.87
Rhoc	1092	55.68	582	55.15	75	70.67	433	53.58
Rhoc	1082	54.90	582	55.15	57	68.42	441	52.61
Cstb	620	47.90	297	50.17	121	61.16	200	36.50
C1qbp	1177	52.34	840	55.48	75	74.67	260	35.77
Cck	854	56.91	405	61.23	98	57.14	349	51.58
Cck	707	56.72	348	64.37	98	57.14	259	46.33
Sept4	1426	51.96	1140	53.07	104	52.88	180	43.89
Sept4	1670	53.05	1296	54.63	104	52.88	268	45.15
Sept4	1357	53.57	942	53.08	145	71.72	268	45.15
Sept4	1723	53.05	1437	54.14	104	52.88	180	43.89
Tfam	3918	43.34	732	45.08	103	65.05	3081	42.16
Mbnl2	4579	40.12	1122	54.01	681	48.16	2774	32.52
Mbnl2	4525	39.96	1068	54.03	681	48.16	2774	32.52
Slc8a2	4252	58.68	2766	59.69	137	73.72	1347	55.09
Atxn2	4505	54.30	3861	57.08	26	84.62	616	35.39
Tagln2	1382	54.56	600	56.83	114	64.04	666	51.05
Eif5a	1455	54.71	465	50.11	338	64.20	650	53.08
Eif5a	1427	54.17	465	50.11	310	62.58	650	53.08
Eif5a	1391	54.13	465	50.11	274	63.50	650	53.08
Eif5a	1378	54.86	465	50.11	261	67.82	650	53.08
Eif5a	1304	51.15	465	50.11	187	47.06	650	53.08
Eif5a	1284	54.83	465	50.11	167	74.85	650	53.08
Eif5a	1226	53.59	465	50.11	109	71.56	650	53.08
Eif5a	1293	53.13	465	50.11	176	61.36	650	53.08
Eif5a	1361	54.67	465	50.11	244	67.62	650	53.08
Syncrip	6930	37.24	1686	43.42	353	70.54	4889	32.71
Syncrip	2782	45.08	1872	44.07	353	70.54	555	32.25
Syncrip	6933	37.26	1689	43.46	353	70.54	4889	32.71
Dlg2	6250	44.14	1446	46.96	174	48.28	4628	43.11
Dlg2	5933	43.79	1005	45.47	298	48.66	4628	43.11
Dlg2	7409	44.57	2559	46.82	220	49.55	4628	43.11
Rnps1	1812	50.66	918	54.14	169	52.66	723	45.78
Rnps1	1631	51.56	849	55.48	57	64.91	723	45.78
Rnps1	1934	51.55	918	54.14	291	57.73	723	45.78
Nova2	8372	56.32	1479	68.76	191	84.29	6700	52.76
Endod1	4470	50.04	1506	55.44	271	73.06	2691	44.70
Tubb5	2645	51.95	1335	56.33	247	57.09	1061	45.15
Nsf	3766	49.42	2235	50.43	74	74.32	1455	46.60
Vim	1834	53.00	1401	56.39	120	62.50	311	34.08
Nfs1	2053	51.92	1380	54.57	45	64.44	626	45.21
Mtpn	4042	39.91	357	47.90	277	67.87	3406	36.79
Fabp3	669	48.88	402	51.24	668	48.95	266	45.11
Pdia6	2125	48.19	1338	51.27	22	77.27	763	41.94
Hnrnpab	2545	50.49	999	53.55	237	68.78	1307	44.76
Hnrnpab	2404	49.88	858	52.33	237	68.78	1307	44.76
Glo1	918	48.58	555	48.47	107	63.55	254	42.52
Glo1	1958	45.76	555	48.47	107	63.55	1294	43.12
Vamp2	2164	52.91	351	57.55	97	76.29	1714	50.64
Gnai1	3193	43.28	1065	49.58	243	79.01	1883	35.05
Kif2a	3753	39.81	2118	43.15	38	73.68	1595	34.48
Kif2a	4250	40.42	2151	42.91	502	48.61	1595	34.48
Vps28	885	54.46	666	54.80	73	61.64	144	48.61
Tom1l2	4940	55.14	1464	54.58	96	73.96	3378	54.83
Tom1l2	2623	54.02	1323	54.35	96	73.96	1202	52.00
Tom1l2	5000	55.18	1524	54.72	96	73.96	3378	54.83
