Gene	length	GC	cds	cdsGC	fiveUTR	fiveUTRgc	threeUTR	threeUTRgc
Fabp5	796	43.34	222	53.15	54	66.67	518	36.49
Fabp5	969	44.27	408	50.98	54	66.67	505	36.24
Atp5o	772	53.37	642	52.80	74	62.16	54	46.30
Hnrnpa2b1	2265	42.60	1026	46.00	217	66.36	1020	34.02
Hnrnpa2b1	2145	41.91	906	44.81	217	66.36	1020	34.02
Map6	2335	58.80	921	62.98	284	70.42	1128	52.48
Map6	4962	56.09	1707	64.32	574	59.58	2679	50.09
Map6	3447	59.38	2721	60.46	574	59.58	150	39.33
Stip1	2173	51.91	1632	49.94	137	64.96	402	55.72
Atp2b2	6922	52.24	3597	56.52	438	64.38	2885	45.03
Atp2b2	7111	52.92	3597	56.52	627	68.42	2885	45.03
Mbp	4820	51.18	588	58.33	296	71.28	3934	48.60
Mbp	2186	55.26	588	58.84	116	58.62	1480	53.51
Mbp	2125	54.73	555	58.74	71	60.56	1497	52.91
Mbp	2108	54.93	510	58.04	116	58.62	1480	53.51
Mbp	2063	55.11	465	59.14	116	58.62	1480	53.51
Mbp	2075	54.84	477	57.86	116	58.62	1480	53.51
Mbp	1985	54.76	387	58.14	116	58.62	1480	53.51
Mbp	2531	56.82	753	57.50	296	71.28	1480	53.51
Hnrnph1	2242	43.22	1350	46.44	123	59.35	767	34.81
Pgk1	1840	49.29	1254	49.68	150	70.00	434	41.24
