Gene	length	GC	cds	cdsGC	fiveUTR	fiveUTRgc	threeUTR	threeUTRgc
Pacsin1	4233	57.55	1326	57.99	307	69.06	2598	55.93
Zeb2	8898	40.07	3648	48.11	188	67.02	5060	33.28
Zeb2	9235	40.06	3648	48.11	525	49.71	5060	33.28
Capza2	2015	38.01	861	40.42	23	60.87	1129	35.70
Rad23b	3827	46.22	1251	50.04	319	73.98	2255	40.18
Timp2	3635	52.90	663	56.86	320	73.44	2650	49.40
Coro1c	3436	53.64	1425	54.18	100	74.00	1909	52.12
Uqcrc2	1882	44.26	1362	46.62	100	62.00	418	32.06
App	3377	50.87	2313	55.21	148	74.32	914	36.00
App	3320	50.99	2256	55.50	148	74.32	914	36.00
App	3266	50.70	2202	55.18	148	74.32	914	36.00
App	3323	50.59	2259	54.89	148	74.32	914	36.00
App	3152	50.73	2088	55.46	148	74.32	914	36.00
Epb4.1l1	6539	55.67	2640	57.31	486	80.66	3411	50.81
Epb4.1l1	6506	54.92	2640	57.31	453	71.74	3411	50.81
Epb4.1l1	6470	54.87	2604	57.22	453	71.74	3411	50.81
Epb4.1l1	6062	54.50	2196	56.65	453	71.74	3411	50.81
Epb4.1l1	6059	54.50	2193	56.63	453	71.74	3411	50.81
Epb4.1l1	6457	54.78	2640	57.31	404	71.53	3411	50.81
Nsf	3766	49.42	2235	50.43	74	74.32	1455	46.60
Rbfox1	5204	47.19	1191	54.91	1328	59.34	2683	37.76
Rbfox1	4102	43.54	1254	55.42	163	47.24	2683	37.76
Atp5k	356	42.70	216	53.70	16	56.25	122	21.31
Ppp3r1	2829	40.83	513	41.33	241	74.69	2073	36.71
Stx12	2320	43.79	825	49.09	92	66.30	1401	39.19
Gpm6a	2980	39.33	804	47.89	212	63.68	1962	33.23
Gpm6a	3158	38.57	540	48.15	654	46.64	1962	33.23
Gpm6a	3351	39.24	837	47.55	550	48.00	1962	33.23
Atp6v1g2	1514	52.18	357	61.90	167	61.08	988	47.27
Cltc	6178	43.48	5028	44.01	202	69.80	946	34.88
Acot7	1505	56.21	1155	56.88	66	56.06	282	53.19
Acot7	1367	55.74	1053	56.32	30	56.67	282	53.19
Acot7	1494	58.50	1140	58.42	70	80.00	282	53.19
Pak1	3081	46.93	1635	46.42	226	64.16	1218	44.50
Canx	4288	42.09	1776	45.33	183	73.22	2327	37.17
Canx	4256	41.80	1776	45.33	151	71.52	2327	37.17
Canx	4292	42.08	1776	45.33	187	72.19	2327	37.17
Plec	15455	61.27	14076	61.62	182	64.29	1195	56.74
Plec	14972	61.14	13770	61.52	5	80.00	1195	56.74
Plec	15018	61.17	13647	61.51	174	64.94	1195	56.74
Plec	14959	61.06	13161	61.73	601	55.07	1195	56.74
Plec	14921	61.12	13719	61.50	5	80.00	1195	56.74
Plec	14856	61.17	13605	61.49	54	77.78	1195	56.74
Plec	14917	61.14	13566	61.49	154	64.29	1195	56.74
Plec	14946	61.11	13161	61.73	588	56.29	1195	56.74
Plec	14908	61.04	13161	61.73	550	54.00	1195	56.74
Plec	15440	61.27	14061	61.62	182	64.29	1195	56.74
Plec	14855	61.21	13536	61.50	122	73.77	1195	56.74
Plec	15003	61.16	13632	61.50	174	64.94	1195	56.74
Plec	14829	61.07	13161	61.73	471	53.72	1195	56.74
Plec	14946	61.19	13653	61.55	96	67.71	1195	56.74
Plec	15003	61.14	13632	61.51	174	62.64	1195	56.74
