Gene	length	GC	cds	cdsGC	fiveUTR	fiveUTRgc	threeUTR	threeUTRgc
Cisd1	965	50.16	327	52.60	94	74.47	542	44.46
Eea1	7836	42.24	4236	44.57	285	78.95	3313	36.07
Nedd8	602	52.82	246	50.41	93	65.59	261	50.57
Ptk2b	4039	53.97	3018	54.04	206	66.99	813	50.43
Ptk2b	3881	53.34	3030	54.06	36	58.33	813	50.43
Ptk2b	3925	53.86	2904	53.89	206	66.99	813	50.43
Mapk1	1932	46.58	1077	46.52	244	69.67	609	37.44
Mapk1	5099	44.20	1077	46.52	244	69.67	3776	41.90
Palm	2519	62.13	1020	59.80	163	81.60	1334	61.47
Palm	2651	62.05	1152	59.90	163	81.60	1334	61.47
Hist2h2aa1	556	64.93	393	67.18	83	57.83	78	60.26
Acyp1	677	42.10	300	50.00	133	59.40	242	22.73
Pomp	734	49.05	426	49.53	60	51.67	246	47.56
Hist2h2ac	468	62.61	390	66.92	35	42.86	41	41.46
Hist1h2ah	522	62.84	387	70.03	90	41.11	43	46.51
