Gene	length	GC	cds	cdsGC	fiveUTR	fiveUTRgc	threeUTR	threeUTRgc
Rps17	489	48.88	408	52.21	29	51.72	50	20.00
Hnrnph3	2170	43.50	1041	48.22	152	65.79	975	34.97
Tollip	3705	49.77	825	56.48	97	71.13	2781	47.03
Tmsb4x	670	43.88	135	40.00	127	59.84	406	40.15
Prrc2b	10704	56.04	6693	59.54	197	73.10	3812	49.06
Prrc2b	8564	54.85	4461	58.91	197	73.10	3904	49.31
Scg5	1227	46.54	639	51.49	99	59.60	487	37.58
Sri	2399	41.27	597	52.43	46	73.91	1754	36.55
Sri	2439	40.22	552	50.36	131	45.80	1754	36.55
Nptn	2065	45.04	834	48.92	195	76.41	1034	35.88
Nptn	2077	45.02	846	48.82	195	76.41	1034	35.88
Kcnab2	3562	57.69	1062	56.50	204	66.18	2294	57.45
Kcnab2	3591	57.34	1062	56.50	233	59.66	2294	57.45
Kcnab2	3633	57.20	1104	56.07	233	59.66	2294	57.45
Kcnab2	3604	57.55	1104	56.07	204	66.18	2294	57.45
Slc2a3	3973	49.18	1482	52.56	354	51.98	2135	46.32
Ensa	2276	49.25	354	53.11	139	61.15	1781	47.50
Ensa	1192	50.17	366	53.28	139	61.15	685	46.28
Scp2	2664	45.12	1644	49.15	99	65.66	919	35.58
Mif	554	59.75	348	60.63	81	65.43	123	52.85
Gm10767	1652	39.10	312	44.55	429	43.36	909	35.20
Agfg1	3137	46.22	1680	49.76	239	81.17	1216	34.38
Trim9	4458	53.70	2145	57.53	445	70.11	1866	45.34
Trim9	4843	50.20	1644	59.25	445	70.11	2752	41.53
Trim9	4810	50.17	1611	59.34	445	70.11	2752	41.53
Trim9	4677	53.69	2364	57.15	445	70.11	1866	45.34
Trim9	4734	53.65	2421	57.00	445	70.11	1866	45.34
Trim9	4680	53.70	2367	57.16	445	70.11	1866	45.34
Naca	7034	52.59	6564	52.21	339	64.90	129	39.53
Naca	1229	51.42	648	47.53	450	60.44	129	39.53
Naca	1118	51.88	648	47.53	339	64.90	129	39.53
Ermn	3550	37.55	846	45.51	35	40.00	2667	34.98
Ptges3	1954	42.73	483	38.51	302	72.19	1167	36.76
Celf4	4007	49.19	1515	60.07	355	51.83	2135	41.03
Celf4	3950	49.27	1458	60.70	355	51.83	2135	41.03
Celf4	3980	49.07	1488	59.95	355	51.83	2135	41.03
Celf4	2258	54.87	492	64.23	355	51.83	1409	52.38
Celf4	3863	49.03	1371	60.76	355	51.83	2135	41.03
Celf4	3947	49.28	1455	60.76	355	51.83	2135	41.03
Pcmt1	1917	50.29	858	52.33	280	71.79	777	40.28
Cct7	2452	54.04	1635	51.50	616	64.12	199	43.22
Rpl23	1064	46.33	423	48.94	82	58.54	557	42.55
Cct5	1769	50.25	1626	49.82	98	62.24	43	39.53
Hist1h3b	461	64.86	411	66.91	460	65.00	49	48.98
Nedd4l	8163	47.40	2931	49.95	291	78.35	4939	44.04
Nedd4l	8212	46.65	2568	50.35	703	51.35	4939	44.04
Ywhah	1806	49.22	741	50.47	251	80.08	812	38.55
Hist1h3a	502	62.35	411	66.67	32	43.75	57	43.86
Rapgef2	6544	48.70	4485	51.79	50	34.00	2007	42.15
Mcfd2	2050	49.27	438	55.02	128	69.53	1482	45.82
Mcfd2	2275	49.45	438	55.02	353	57.79	1482	45.82
Atp6v1c1	2117	45.25	1149	44.39	211	65.88	755	40.79
Eif4b	3871	50.04	1836	53.76	177	69.49	1856	44.45
Hapln1	5055	37.98	1071	51.17	300	53.67	3682	32.84
Prdx5	688	58.28	633	56.87	27	88.89	26	61.54
